Razão,Rua,Numero,Latitude,Longitude
SUKCES 05 DESENVOLVIMENTO IMOBILIARIO LTDA,BRIG FARIA LIMA,2277,-23.5768045,-46.6868062
SUKCES 03 DESENVOLVIMENTO IMOBILIARIO LTDA.,BRIGADEIRO FARIA LIMA,2277,-23.5768045,-46.6868062
SUKCES 04 DESENVOLVIMENTO IMOBILIARIO LTDA.,BRIGADEIRO FARIA LIMA,2277,-23.5768045,-46.6868062
SUKCES 01 DESENVOLVIMENTO IMOBILIARIO LTDA.,BRIGADEIRO FARIA LIMA,2277,-23.5768045,-46.6868062
IDEA ZARVOS PLANEJAMENTO IMOBILIARIO LTDA - SCP BDVINTE ADMIN. DE BENS,NATINGUI,442,-23.5508413,-46.69570119999999
DOMUS SUL CONSTRUCOES SPE LTDA,BRIG FARIA LIMA,1912,-23.5744081,-46.6893505
RESIDENCIAL ITALIA EMPREENDIMENTOS IMOBILIARIOS SPE EIRELI,BRIG FARIA LIMA,1811,-23.5729127,-46.6888563
ERVA ANDORINHA EMPREENDIMENTO IMOBILIARIO SPE LTDA.,VICTOR FRANCISCO ABATEPAULO,12,-23.580178,-46.6452619
MORALINA EMPREENDIMENTOS IMOBILIARIOS LTDA,TANABI,364,-23.5290705,-46.6757219
BASTOS PEREIRA 237 EMPREENDIMENTOS IMOBILIARIOS LTDA,ELVIRA FERRAZ,250,-23.5943484,-46.6818898
BSINCO 11 EMPREENDIMENTOS IMOBILIARIOS LTDA.,GABRIEL MONTEIRO DA SILVA,2578,-23.5762765,-46.6912473
BSINCO 13 EMPREENDIMENTOS IMOBILIARIOS LTDA.,GABRIEL MONTEIRO DA SILVA,2578,-23.5762765,-46.6912473
BSINCO 12 EMPREENDIMENTOS IMOBILIARIOS LTDA.,GABRIEL MONTEIRO DA SILVA,2578,-23.5762765,-46.6912473
BSINCO 14 EMPREENDIMENTOS IMOBILIARIOS LTDA.,GABRIEL MONTEIRO DA SILVA,2578,-23.5762765,-46.6912473
INCORPORACAO CONDOMINIO RESIDENCIAL LONGVIEW X73 LTDA,GRAO PARA,28,-19.9223453,-43.9217356
INCORPORACAO CONDOMINIO RESIDENCIAL MARSHALL X75 LTDA,GRAO PARA,28,-19.9223453,-43.9217356
INCORPORACAO CONDOMINIO RESIDENCIAL KINGSVILLE X74 LTDA,GRAO PARA,28,-19.9223453,-43.9217356
SPE PROJETO PENHA EMPREENDIMENTOS IMOBILIARIOS LTDA.,QUINZE DE SETEMBRO,164,-23.6151254,-46.6429546
SUPONE EMPREENDIMENTOS IMOBILIARIOS SPE LTDA,BRIGIDA DE VASCONCELOS,35,-23.5514735,-46.4585142
SEED CAMPINAS 2 EMPREENDIMENTOS SPE LTDA,SAMUEL MORSE,120,-23.6118789,-46.6941265
ALIOMAR NOGUEIRA TEIXEIRA SPE LTDA,ARTUR DE SALES,9,-23.6563895,-46.6608993
HUM BELA VISTA EMPREENDIMENTOS - SPE LTDA,DO ALTO,316,-23.474023,-46.610973
HUM JANDIRA EMPREENDIMENTOS - SPE LTDA,DO ALTO,316,-23.474023,-46.610973
HUM CARAPICUIBA EMPREENDIMENTOS - SPE LTDA,DO ALTO,316,-23.474023,-46.610973
BOAS NOVAS EMPREENDIMENTOS IMOBILIARIOS LTDA,INCONFIDENCIA MINEIRA,1153,-23.575815,-46.515214
PIRAJA PARTICIPACOES ADMINISTRACAO E NEGOCIOS SPE LTDA.,VISC DE LAGUNA,68,-23.5536748,-46.6027558
SPE FBV TREVO CASAS LTDA,JOAQUIM FLORIANO,466,-23.5843951,-46.6750788
ATLANTICA MALL KENNEDY EMPREENDIMENTO IMOBILIARIO LTDA.,BRIG FARIA LIMA,2277,-23.5768045,-46.6868062
PARQUE RAPOSO EMPREENDIMENTOS IMOBILIARIOS LTDA. SCP,MAGALHAES DE CASTRO,4800,-23.6012749,-46.6980412
BRICASA CAMPINAS SPE LTDA,QUEIROZ FILHO,1560,-23.5430206,-46.7319497
ELASAR EMPREENDIMENTOS E PARTICIPACOES LTDA - SCP SSN,HUNGRIA,514,-23.5823294,-46.6918444
MRV XC INCORPORACOES LTDA,ERMANO MARCHETTI,1435,-23.5117974,-46.7056632
MOEMA 822 EMPREENDIMENTOS IMOBILIARIOS SPE LTDA,MOEMA,822,-23.6082241,-46.6542232
CBR MAGIK LZ 12 EMPREENDIMENTOS IMOBILIARIOS LTDA,DO ROCIO,109,-23.5939131,-46.68476440000001
CBR MAGIK LZ 11 EMPREENDIMENTOS IMOBILIARIOS LTDA,DO ROCIO,109,-23.5939131,-46.68476440000001
CBR MAGIK LZ 13 EMPREENDIMENTOS IMOBILIARIOS LTDA,DO ROCIO,109,-23.5939131,-46.68476440000001
LETICIA INCORPORADORA LTDA,REPUBLICA DO LIBANO,1921,-23.5970437,-46.6621226
SPE UNIMOV SP1 EMPREENDIMENTOS IMOBILIARIOS LTDA,JURITI,73,-23.5979545,-46.6660453
ITABIRA INCORPORADORA LTDA,REPUBLICA DO LIBANO,1921,-23.5970437,-46.6621226
GUARARAPES INCORPORADORA LTDA,REPUBLICA DO LIBANO,1921,-23.5970437,-46.6621226
ANA CLARA INCORPORADORA LTDA,REPUBLICA DO LIBANO,1921,-23.5970437,-46.6621226
TARMAC INCORPORADORA LTDA.,QUEIROZ FILHO,1560,-23.5430206,-46.7319497
LFD EMPREENDIMENTOS IMOBILIARIOS LTDA SCP II,PEPIGUARI,142,-23.5348514,-46.7105542
MILAO INVESTIMENTOS IMOBILIARIOS LTDA,BRIG FARIA LIMA,3729,-23.5888768,-46.68132139999999
COPENHAGUE INVESTIMENTOS IMOBILIARIOS LTDA,BRIG FARIA LIMA,3729,-23.5888768,-46.68132139999999
COLOMBO INVESTIMENTOS IMOBILIARIOS LTDA,BRIG FARIA LIMA,3729,-23.5888768,-46.68132139999999
LOCALPHA SCP II,TANGERINAS,318,-23.5042357,-46.667132
ELASAR EMPREENDIMENTOS E PARTICIPACOES LTDA - SCP ASN,HUNGRIA,514,-23.5823294,-46.6918444
EMPREENDIMENTO I9 HOLANDA SPE LTDA,DR OLAVO EGIDIO,764,-23.5002791,-46.6183158
VENTURA OLYMPEA EMPREENDIMENTOS IMOBILIARIOS LTDA,FIDENCIO RAMOS,101,-23.594692,-46.6846065
PROJETO IMOBILIARIO 24 LTDA,PRES JUSCELINO KUBITSCHEK,2041,-23.5914268,-46.6895226
PROJETO IMOBILIARIO 25 LTDA,PRES JUSCELINO KUBITSCHEK,2041,-23.5914268,-46.6895226
PROJETO IMOBILIARIO 26 LTDA,PRES JUSCELINO KUBITSCHEK,2041,-23.5914268,-46.6895226
PROJETO IMOBILIARIO 27 LTDA,PRES JUSCELINO KUBITSCHEK,2041,-23.5914268,-46.6895226
PROJETO IMOBILIARIO 28 LTDA,PRES JUSCELINO KUBITSCHEK,2041,-23.5914268,-46.6895226
PROJETO IMOBILIARIO 29 LTDA,PRES JUSCELINO KUBITSCHEK,2041,-23.5914268,-46.6895226
PROJETO IMOBILIARIO 30 LTDA,PRES JUSCELINO KUBITSCHEK,2041,-23.5914268,-46.6895226
PROJETO IMOBILIARIO 31 LTDA,PRES JUSCELINO KUBITSCHEK,2041,-23.5914268,-46.6895226
PROJETO IMOBILIARIO 32 LTDA,PRES JUSCELINO KUBITSCHEK,2041,-23.5914268,-46.6895226
PROJETO IMOBILIARIO 33 LTDA,PRES JUSCELINO KUBITSCHEK,2041,-23.5914268,-46.6895226
NOVA CAMPO LIMPO EMPREENDIMENTOS IMOBILIARIOS SPE LTDA,PALESTRA ITALIA,109,-23.4769532,-46.6840223
OPI MALL EMPREENDIMENTOS IMOBILIARIOS SPE LTDA,BRIG FARIA LIMA,1853,-23.5733554,-46.6888327
CONSTRUNOMA INCORPORADORA LTDA.,SILVIO RODINI,94,-23.4896922,-46.6086143
BAESSA CONSTRUCAO E INCORPORACAO LTDA,DA MOOCA,4958,-23.5625684,-46.5783308
CAMPO ERE EMPREENDIMENTO IMOBILIARIO SPE LTDA,CAMPO ERE,225,-23.4417539,-46.5287599
VIVER INCORPORACOES LTDA,PDE GERMANO MAYER,127,-25.4342508,-49.2498864
SH INVESTIMENTOS SPE EIRELI,MARCOS ARRUDA,729,-23.5317696,-46.6035982
CDSE INVESTIMENTOS E PARTICIPACOES IMOBILIARIAS LTDA.,PADRE ADELINO 520,424,-23.5439554,-46.5836957
CONSTRUTORA STIEFELMANN LTDA,BENVINDA APPARECIDA DE ABREU LEME,118,-23.4980975,-46.62320080000001
ACRE INCORPORACOES E EMPREENDIMENTOS LTDA,CARAMURU,95,-23.6049231,-46.6364029
CONSTRUTORA LIMA C. F. LTDA,IRMA CAROLINA,120,-23.5394169,-46.588075
CONSTRUTORA METROCASA LTDA,S LUIS,34,-23.545445,-46.6435147
M.R.S. CONSTRUTORA EIRELI,CARLOS BELMIRO CORREIA,695,-23.4988992,-46.65595380000001
CONSTALL CONSTRUCOES E INSTALACOES - EIRELI,CEL VIRGILIO DOS SANTOS,500,-23.5110679,-46.7511844
BRUNO PRADO DOS SANTOS - ENGENHARIA,DA RIVIERA,456,-23.6798942,-46.7499929
MMC - MAO NA MASSA CONSTRUTORA LTDA,CARLANTONIO CARLONE,41,-23.592908,-46.7522558
SQ2 GERENCIAMENTO E CONSTRUCAO EIRELI,MELO ALVES,89,-23.5591049,-46.66791180000001
N G BEZERRA NETO SERVICOS TECNICOS,DE ITAPECERICA,3191,-23.6553748,-46.7609609
RDE CONSTRUCOES E REFORMAS EIRELI,ADOLFO BASTIAN,07,-23.6396551,-46.76468329999999
CBOS OBRAS E SERVICOS LTDA,DARZAN,78,-23.5042301,-46.6255803
MIRALDO SANTANA BARBOSA,FREI RUPERTO DE JESUS,290,-23.6059021,-46.5133367
RIVAILTON DA SILVA,DR LUIS CARLOS,1189,-23.5340022,-46.5401357
MMG CONSTRUCOES EIRELI,ALEXANDRE DE HALES,178,-23.5908436,-46.77141109999999
A H DE A YOSHIDA CONSTRUCAO E REFORMAS,GAIVOTA,88,-23.5980452,-46.6624594
DESENTUPIDORA COMETEC EIRELI,GUARAREMA,257,-23.6084084,-46.6260955
DRYCELL CONSTRUCOES EIRELI,ANTONIO DOS SANTOS ROCHA,312,-23.6690585,-46.6632588
REFERENCE VILA PROGRESSO INCORPORACAO E CONSTRUCAO SPE LTDA,DR OLAVO EGIDIO,764,-23.5002791,-46.6183158
MARCUS BERTCOL REFORMAS E CONSTRUCOES LTDA,PAULISTA,807,-23.5667005,-46.6509627
M.C. CONSTRUCOES EIRELI,VERGUEIRO,5622,-23.5956718,-46.6172289
LUCIANO BUENO DE MORAES,DA CUMBICA,395,-23.7343877,-46.7452561
W D L SANTOS EMPREITEIRA,AZALEIA,138,-23.4352714,-46.577503
MARINALVA FERREIRA SILVA,SAO TEODORO,1315,-23.5564008,-46.4486073
O.D.D.S. CONSTRUCAO & ENGENHARIA LTDA,SANTOS,415,-23.5700384,-46.6486803
I. F. DE MEIRELIS EMPREITEIRA,JAYME FINGERMAN,27,-23.6696003,-46.7544316
TRAMWAY EMPREENDIMENTO SPE LTDA,NOVA CANTAREIRA,2026,-23.4793749,-46.6112449
A RESENDE DOS SANTOS CONSTRUCOES,PIACATUBA,112A,-23.5059005,-46.4029531
BERGAMASCO MANUTENCAO E REFORMAS LTDA,DELI,102,-23.5501609,-46.4919659
SCALE ENGENHARIA LTDA.,ENG SATURNINO DE BRITO,366,-23.538555,-46.5822924
FULVIO CARLOS FERNANDES LOLATO,JOAO BRAS DE SOUZA,50,-23.6394765,-46.7112963
CONSTRUTORA RODRIGUES & MORAIS EIRELI,FAGUNDES FILHO,252,-23.6273291,-46.6390426
E FERNANDES SQUARCINA CONSTRUCAO CIVIL E ENGENHARIA,TRAJANO REIS,47,-23.587343,-46.7406714
F N SOUTO CONSTRUCOES E REFORMAS,DOS XAMBORES,17,-23.7117813,-46.7775898
PEREIRA EMPREITEIRA DE OBRAS LTDA,SOLEMAR,202,-23.6163836,-46.5941909
W G DE SOUZA CONSTRUCOES,CAICO,176,-23.5330668,-46.5056577
GM AMBIENTAL TERRAPLENAGEM INFRAESTRUTURA EIRELI,ROQUE DE MINGO,397,-23.6309056,-46.7653164
DANIEL REIS DOS SANTOS CONSTRUCOES,DOMINGOS AREVALO,624,-23.4484208,-46.6977437
OLIVEIRA, TELES E FLORENCIO SERVICOS E COMERCIO LTDA,VISC DE ITABORAI,309,-23.5422775,-46.572623
A N MENINO CONSTRUCOES E SERVICOS,ARVORE DA JUDEA,39,-23.5061459,-46.4299568
PAULO JUNIOR OLIVEIRA MARTINS CONSTRUCOES,PROF ALEXANDRE MONAT,107,-23.5417408,-46.4142988
CONCCI CONSTRUCOES E REFORMAS LTDA,DO ENSINO,450,-23.6163716,-46.4309699
MACKENNA ENGENHARIA LTDA,DAS BELEZAS,585,-23.6418516,-46.7431981
BRAWN SERVICE REFORMA E MANUTENCAO EIRELI,DR TEODORO QUARTIM BARBOSA,64,-23.5530984,-46.75755040000001
GESIL CONSTRUCOES EIRELI,MANGUARI,257,-23.5242796,-46.5815685
PIO XII EMPREENDIMENTO IMOBILIARIO SPE LTDA,TUTOIA,224,-23.57349,-46.6519195
ALEXANDRE GABRIEL NUNES DE OLIVEIRA,DO ALVARENGA,1900,-23.6939714,-46.6573141
RENAM MARCEL LOPES COMERCIO E PRESTACAO DE SERVICOS,VENCESLAU GOMES DA SILVA,169,-23.486222,-46.7490703
N F M EMPREITEIRA EIRELI,COSTA BARROS,272,-23.5975101,-46.56265690000001
REOBOTE LUGE CONSTRUCOES SPE LTDA,ERIBERTO BARROS CAJAZEIRAS,506,-23.6763188,-46.6721653
N.R SILVA CONSTRUCOES E COMERCIO DE FERRAGENS,JABOTICABAL,856,-23.5638481,-46.5766961
UPEX CONSTRUTORA LTDA,AIMBERE,1068,-23.5392382,-46.68297889999999
EMPREENDIMENTOS IMOBILIARIOS MOREIRA E SOUZA LTDA,CESARIO BASTOS,25,-23.6616463,-46.5329491
AGACI A DA SILVA CONSTRUCOES E REFORMAS,LUIS GIUDICE,348,-23.6008769,-46.4780131
RESIDENCIAL SAVOY 330 SPE LTDA,JACINTO FERREIRA,S/N,-23.5635263,-46.4805552
H. BARUCHELLO CONSTRUCOES EIRELI,BR DO TRIUNFO,117,-23.6260476,-46.6852331
AGL TUASCA EMPREITEIRA LTDA,ALTO GARCAS,1030,-23.5379174,-46.508545
NAGELI PIRES LIMA ENGENHARIA E CONSTRUCOES,DR CARLOS ALDROVANDI,85,-23.6224537,-46.7300955
GL CONSTRUCOES EIRELI,VEMAG,499A,-23.5974142,-46.5909696
ARKV ASSESSORIA TECNICA EM ARQUITETURA EIRELI,GAL LECOR,811,-23.5911031,-46.5990447
E.MEDEIROS DE OLIVEIRA CONSTRUCAO,DOUTOR LEAO DE ARAUJO NOVAES,50,-23.7679415,-46.692554
SANSAO FERREIRA DE MELO,ANTONIO VIANA,444,-23.4863258,-46.4304356
SERVE-BEM CONSTRUCAO, COMERCIO E SERVICOS EIRELI,MORRO DO LIVRAMENTO,367,-23.4522224,-46.5710971
GKM GESSO CONSTRUCOES LTDA,MACICO DO URUCUM,474,-23.541423,-46.40393299999999
LIONE CONSTRUCAO E REFORMAS EM GERAL - EIRELI,SEN CARLOS TEIXEIRA DE CARVALHO,351,-23.5690864,-46.6230525
J.DA SILVA DIAS CONSTRUCOES E REFORMAS EM GERAL,INDIANOPOLIS,2886,-23.6232562,-46.646515
FXX CONSTRUTORA EIRELI,JOSE MARIA PINTO ZILLI,160,-23.6179809,-46.7499631
GERE CONSTRUTORA LTDA,VICENTE QUARESMA,42,-23.5971899,-46.7688172
RODRIGO BATISTA DE CARVALHO LTDA.,DO RIO BONITO,1235,-23.6831034,-46.7034893
JBL CONSTRUCOES EIRELI,PEDRO PEREIRA,153B,-3.7302253,-38.5269152
JNF CONSTRUCOES E SERVICOS DE MAO DE OBRA EIRELI,MASSAIM,236,-23.6238025,-46.6205563
3RVP CONSTRUCOES E ENGENHARIA LTDA,ANTONIO CARLOS DOS SANTOS,110,-23.5386978,-46.5148745
G. D. DA SILVA CONSTRUCOES,FONTOURA XAVIER,367,-23.5508844,-46.45715999999999
ORTIZ ENGENHARIA E CONSTRUCAO - EIRELI,IVO CAVALCANTI,187,-23.448686,-46.7261786
BRAND RWR CONSTRUCOES LTDA,ITAPURA,284,-23.5411174,-46.5673657
SALVATORI PRADO SOLUCOES EM ENGENHARIA LTDA,JARINU,653,-23.5460983,-46.575168
R&G CONSTRUTORA E INCORPORADORA EIRELI,BORIS MEICHES,174,-23.5694124,-46.5799646
JD SERVICOS E REFORMAS EIRELI,MOISES DE CORENA,53,-23.5844473,-46.4026487
RBSC SANEAMENTO E CONSTRUCOES LTDA,SALVADOR RISOLEU,246,-23.5879461,-46.7386213
V2 REFORMAS, SERVICOS E MANUTENCAO EIRELI,GIOVANNI GRONCHI,6195,-23.6336287,-46.7366238
FMLA CONSTRUTORA LTDA.,CAURE,198,-23.468919,-46.5979712
JD CONSTRUTORA E INCORPORADORA LTDA,COMEN JOSE ALVES DIAS,165,-23.6041585,-46.5304675
ENGEFOCUS ENGENHARIA E CONSTRUCAO EIRELI,BENEDITO GUEDES DE OLIVEIRA,158,-23.4976196,-46.68556479999999
HRM CONSTRUCOES, REFORMAS E SERVICOS EIRELI,ZUMKELLER,933,-23.4723491,-46.637801
JARDINS DA INVERNADA EMPREENDIMENTOS IMOBILIARIOS SPE LTDA,SERTOES DE CANINDE,46,-23.5682767,-46.5685739
ESFERA PROJETOS E CONSTRUCOES LTDA,DAS TRES MARIAS,809,-23.7004005,-46.7885743
RA MARTINEZ CONSTRUCOES LTDA,CD DE ASSUMAR,509,-23.4751025,-46.5889078
BELARSAN CONSTRUTORA E SANEAMENTO LTDA,DR LUIZ MIGLIANO,1986,-23.6213455,-46.7419304
ANTONIO MANOEL DE SOUSA FILHO PINTURAS,AUGUSTO MENDES PINTO,177,-23.6027793,-46.4403249
CONSTRUPRED ENGENHARIA E CONSTRUCOES LTDA,ITINGUCU,1833,-23.5288199,-46.4982865
GASPAR & SOUZA CONSTRUCOES E INCORPORACOES LTDA,SERRA DE BOTUCATU,1122,-23.5425239,-46.5610341
RENATO DE F. RIBEIRO SERVICOS E PROJETOS,FIORELLI PECCICACCO,1480,-23.4041827,-46.7488882
JMR - OBRAS E CONSTRUCOES EIRELI,ANTONIO FRANCA,371,-27.5512917,-48.6221942
JB CONSTRUCOES BATISTA DOS SANTOS EIRELI,EDUARDO PEREIRA RAMOS,523,-23.6872605,-46.6630844
K-DELL CONSTRUCAO E REFORMA LTDA,LUIZ MOREIRA,150,-23.4522893,-46.6080286
KO ARQUITETURA E CONSTRUCOES - LTDA,CATAO,991,-23.5297283,-46.700558
ROMAXX OBRAS & INSTALACOES LTDA,AUGUSTO SICKMANN,41,-23.6768042,-46.74085090000001
G.P.F. EMPREITEIRA EIRELI,COSTA BARROS,267,-23.5975298,-46.5626936
COSTA PAIVA ENGENHARIA EIRELI,CANGAIBA,4673,-23.5046456,-46.51046969999999
SC URINDEUVA CONSTRUCOES SPE LTDA,URINDEUVA,S/N,-23.5686127,-46.7617831
C N C CENTRAL NACIONAL DE CONSTRUCOES LTDA,GUAPIRA,2200,-23.4706804,-46.585383
UESLEI - REFORMAS DE IMOVEIS LTDA,ALBERTINA MEDEIROS,910,-23.5191756,-46.4353176
PENIEL CONSTRUCOES LTDA,CORONEL EDGARD PEREIRA ARMOND,540,-23.7707756,-46.6958227
MT DA MOTA PEREIRA CONSTRUTORA E ENGENHARIA,DOM PEDRO HENRIQUE DE O.E BRAGANCA,1122,-23.5097969,-46.7469614
RODRIGUES EMPREITEIRA DE CONSTRUCAO CIVIL EIRELI,MARIA CLOTILDE MARTINS ROCHA,744E,-23.6852169,-46.6538494
GENIVALDO BATISTA DA SILVA,PIACATUBA,112G,-23.5059005,-46.4029531
P SANTOS EMPREITEIRA EIRELI,AURIVERDE,429,-23.5920887,-46.5944842
MAURICIO DA SILVA PACHECO REFORMAS E CONSTRUCOES,DOS BEM-TE-VIS DO IMPERADOR,2,-23.4355845,-46.5710548
HAMBURGO 67 EMPREENDIMENTOS SPE LTDA,HAMBURGO,67,-29.6803404,-51.0988033
MGFP EMPREITEIRA EIRELI,MARINA CRESPI,232,-23.5571576,-46.6046214
GVS CONSTRUCAO CIVIL LTDA,DR JOAO CARLOS FAIRBANKS,59,-23.711051,-46.708884
NOSSA OBRA CONSTRUTORA INCORPORADORA EIRELI,ARICANDUVA,5288,-23.5664171,-46.5075146
ALS CONSTRUCAO CIVIL EIRELI,GUAVIRUTUBA,386,-23.6856132,-46.7659605
GLIZT & CARVALHO CONSTRUTORA LTDA.,DOS UAPES,265,-23.6134336,-46.6493512
JTM OBRAS LTDA.,LORENA,853,-23.5681833,-46.66124000000001
RMC CONSTRUCOES LTDA,WALTER IMBRA DOS SANTOS,136,-23.5745712,-46.5279371
LOS EMPREENDIMENTOS IMOBILIARIOS SPE LTDA.,QUIXODI,163,-23.5354929,-46.48207350000001
CONSTRUTORA E LOCACAO DE EQUIPAMENTOS, TERRAPLANAGEM, LICITACOES PUBLICAS EIRELI,BRESSER,1167,-23.5402846,-46.6076353
F.G.PEREIRA CONSTRUCOES,S BENEDITO,1161,-23.643809,-46.698465
CASAMATA SOLUCOES - EIRELI,FREI GERMANO,95,-23.526619,-46.5513906
FERREIRA CONSTRUCAO REPAROS E REFORMAS EIRELI,BACURAU,54,-23.5300006,-46.4705358
MARCOS CONSTRUCAO E EMPREENDIMENTOS EIRELI,MORUBICHABA CONFORTI FARIA,14,-23.4685345,-46.5953887
GBS EMPREITEIRA EIRELI,PASCOAL MONTANHA,62,-23.4583275,-46.7406593
CITY CONTRUCOES E REFORMAS SPE EIRELI,SAVIGNI,473,-23.601604,-46.56724
ALEXANDRE MORGADO REFORMAS E CONSTRUCOES LTDA,DIAS LEME,568,-23.5632329,-46.592277
W R DA SILVA MANUTENCAO E EMPREITEIRA LTDA,DOS IPES,9,-19.9333402,-44.1821585
J.M. PAVIMENTACAO E COMERCIO EIRELI,AGUA FRIA DE GOIAS,46,-23.4438608,-46.8020516
SGC LOCACOES E PRESTACAO DE SERVICOS LTDA,DA QUIMERA,32,-23.4238312,-46.5882689
A.GIORA CONSTRUCOES LTDA,MAZZEI,101,-23.4787845,-46.6074202
G L A REFORMAS E CONSTRUCOES EIRELI,DEP LAERCIO CORTE,625,-23.6266838,-46.7239277
MND PROJETADO CONSTRUCAO - EIRELI,FABIO JOSE BEZERRA,130,-23.506504,-46.4872795
J & R SERVICOS GERAIS DE CONSTRUCAO E REFORMA- EIRELI,TEODORO MASCARENHAS,316,-23.5404289,-46.531172
R P DE NOVAES CONSTRUCOES,IRMAO DEODORO,11,-23.5468064,-46.4204316
TATIL TUCURUVI SPE LTDA,CARATACA,36,-23.4800245,-46.6014681
LEAO DIAS CONSTRUCOES LTDA,CHAPADA DIAMANTINA,58,-23.5431629,-46.4069157
FATTO CONSTRUCAO CIVIL EIRELI,LINS DE VASCONCELOS,1385,-23.5756162,-46.6232242
GEOVANE FERREIRA DA SILVA,BERNARDO DE CHAVES CABRAL,26,-23.4922403,-46.4045288
RAFAEL BERNARDO LINO DA CRUZ,ESPARTACO,827,-23.5298479,-46.69671659999999
MARGGI CONSTRUTORA E EMPREENDIMENTOS IMOBILIARIOS LTDA,FROGOLINO FERRARI,56,-23.5560686,-46.5271648
F.F.F. EMPREITEIRA EIRELI,COSTA BARROS,272,-23.5975101,-46.56265690000001
IBC ENGENHARIA E ARQUITETURA LTDA,DOS ARAES,1087,-23.6145601,-46.6557391
R J GENERAL DIAS INCORPORADORA E CONSTRUTORA SPE LTDA,PDE JOAO,444,-23.5239514,-46.54492579999999
FRANCISCO RODRIGUES SOBRINHO,PDE LOURENCO DIAS MACHADO,7,-23.5419217,-46.3985262
RODRIGUES CONSTRUCAO E ENGENHARIA LTDA,ALZIRO ZARUR,1400,-23.5610127,-46.4831187
CARLOS J.J.S. PINTURAS EIRELI,ANTONIO FRANCISCO SOARES,133,-23.5891985,-46.7852472
EMPREENDIMENTO RESIDENCIAL QUINTAL DOS IPES SPE LTDA,ANTONIO DE PADUA DIAS,519,-23.4015871,-46.7509627
S. F. SERVICOS DA CONSTRUCAO CIVIL LTDA,CARMELINA VIEIRA NASCIMENTO,24,-23.6635642,-46.75399729999999
ARCHILUX ENGENHARIA E ARQUITETURA LTDA,POTSDAM,175,-23.5354879,-46.7291324
CASA BELLA CONSTRUTORA E INCORPORADORA LTDA,GRECCO,303,-23.5743884,-46.5524806
R. M. DE ASSIS EMPREITEIRA DE OBRAS,DOUTOR FREDERICO DE AZEVEDO ANTUNES,818,-23.6472242,-46.774862
PLANO ENGENHARIA ASSAI NACOES UNIDAS SPE LTDA,SERRA DE BOTUCATU,927,-23.5427618,-46.5629506
A C L MANUTENCAO E REFORMA , ENGENHARIA CIVIL,DR ENZO SILVEIRA,9,-23.6691551,-46.7601106
PLINIO COLAS EMPREENDIMENTOS SPE LTDA,PLINIO COLAS,171,-23.4798517,-46.640871
C.V. PEREIRA CONSTRUCOES LTDA,DOS MORANGUEIROS,57,-23.4855679,-46.4169687
AWM REFORMAS E CONSTRUCOES EM GERAL EIRELI,MANUEL VILA D'ALBA,471,-23.4886779,-46.3771072
ELISEU MAIA SILVA,MANUEL PEREIRA MADRUGA,324,-23.5250126,-46.4187763
A. D. C. CONSTRUTORA EIRELI,SEBASTIAO DA SILVA BUENO,497,-23.5110612,-46.48495320000001
CAETANO EMPREENDIMENTOS E URBANISMO LTDA,SANTOS,211,-23.5710467,-46.6472082
G.A COMERCIO DE GESSO E SERVICOS EIRELI,ARLINDO VEIGA DOS SANTOS,50,-23.660576,-46.6902848
GD ENGENHARIA EIRELI,FIDALGA,27,-23.5590224,-46.688295
EMERCASA CONSTRUTORA & EMPREENDIMENTOS EIRELI,BRIG HENRIQUE FONTENELLE,949,-23.4992101,-46.7393594
D.E. DIAS RAMOS,CAP RANGEL,153,-23.5191777,-46.5440579
JOAO SOUZA LOPES EMPREITEIRA,ERNESTO MANOGRASSO,1159,-23.6067466,-46.4847396
PRATA CONSTRUCOES EIRELI,HADDOCK LOBO,1750,-23.5655303,-46.6697211
KADG - CONSTRUTORA E EMPREENDIMENTOS LTDA,GABRIELA MISTRAL,907,-23.5132432,-46.5508074
SP CITY ARQUITETURA E ENGENHARIA EIRELI,SAMAMBAIA,590,-23.6132694,-46.6245088
M. M. CONSTRUCAO CIVIL LTDA,DOUTOR FREDERICO DE AZEVEDO ANTUNES,19,-23.6468982,-46.7751098
NATHALIA TIBURCIO CAMPOS,ALBERTINA V. DA SILVA GORDO,100,-23.4774015,-46.6244636
SAULO CORDEIRO PRATES EMPREITEIRO DE OBRAS CIVIL,BROTAS DE MACAUBAS,5,-23.4100882,-46.7662845
BARBOSA MARQUES SERVICOS DE CONSTRUCAO CIVIL E REFORMAS LTDA,STA ZELIA,290,-23.6840785,-46.7640941
NANOTEC CONSTRUCOES E SERVICOS LTDA,PELOTAS,233,-23.5820282,-46.644945
JOSE LAURINDO NETO,ANTONIO CAVAZZAM,389,-23.4983228,-46.652569
APP PRE MOLDADOS S/A,PURPURINA,60,-23.5526374,-46.6892285
RENDA FORTE EMPREENDIMENTOS IMOBILIARIOS LTDA,CLAUDIO SOARES,72,-23.5682318,-46.6939828
FINEST CONSTRUCOES E INCORPORACOES LTDA,SERRA DE BOTUCATU,1122,-23.5425239,-46.5610341
MOBI TUCURUVI EMPREENDIMENTOS LTDA,ALVARO MACHADO PEDROSA,348,-23.4840689,-46.6060319
VERA CONSTRUTORA E INCORPORADORA SPE LTDA,PDE JOAO,444,-23.5239514,-46.54492579999999
SCP - PROTON,MARATONA,119,-23.6419371,-46.67003560000001
